SimFin ID,Company,Ticker,ISIN,Revenues,EBIT,Net income,FCF,P/E,ROA,Price Close,MCAP,Volume (SMA 2m),COGS,Avg. shares basic,Gross Profit,Op. Exp.,SG&A,R&D,EBITDA,ST debt,Cur. assets,Debt,Equity,Chg. WC,Op. CF,Inv. CF,Net Cash from Equity,Fin. CF,Gross Margin,Operating Margin,Net Margin,ROE,FCF/Net inc.
60362,BED BATH & BEYOND INC,BBBY,US0758961009,9879393000,240568000,100644000,293185000,88.58094,0.01663,73.75,8047776853,1269159.33333,-6476107000,120883250,3403286000,-3162718000,-3162718000,,566157000,,3206859000,1182566000,1106794000,-11282000,633991000,319713000,-468687000,-992403000,0.34448,0.02435,0.01019,0.09093,2.91309
1209290,BENTLEY SYSTEMS INC,BSY,US08265T2087,867500000,173598000,159455000,264789000,123.2312,0.06497,67.79,18521521908,1541301.35714,-195931000,289863272,671569000,-497971000,-284966000,-196741000,212331000,,405494000,1269842000,471814000,45937000,271180000,-1046355000,307017000,782555000,0.77414,0.20011,0.18381,0.33796,1.66059
1161717,BERKLEY W R CORP,WRB,US0844231029,8805245000,1758487000,930591000,3426957000,14.39976,0.03071,32.08,12803327955,1401808.90476,,417260813,,,,,1900084000,,,2919046000,6587954000,1113620000,1732644000,-2168254000,-77138000,-226698000,,0.19971,0.10569,0.14126,3.68256
71192,BEST BUY CO INC,BBY,US0865161014,52276000000,3375000000,2536000000,2470000000,10.89392,0.1365,109.62,26962597796,2205005.5,-40413000000,254050000,11863000000,-8488000000,-8488000000,,4230000000,124000000,12040000000,1367000000,4335000000,-1691000000,2003000000,-763000000,-1545000000,-2206000000,0.22693,0.06456,0.04851,0.58501,0.97397
917697,"BEYOND MEAT, INC.",BYND,US08862E1091,453963000,-77368000,-91280000,-236236000,-77.95276,-0.06224,112.95,7144589902,2164403.2381,-322970000,62861535,130993000,-208361000,-159288000,-49073000,-60717000,184000,1264082000,1128424000,255481000,-77658000,-116105000,-98137000,11682000,1001136000,0.28855,-0.17043,-0.20107,-0.35729,2.58804
17616590,BHP Group Limited,BHP,US0886061086,36797000000,12282000000,5890000000,15782000000,,,49.55,163873336318,3610844.47619,-24515000000,,12282000000,,,,18466000000,5925000000,22692000000,0,52246000000,-3792000000,15838000000,-3195000000,,-9133000000,0.33378,0.33378,0.16007,,2.67946
135371,BIOMARIN PHARMACEUTICAL INC,BMRN,US09061G1013,1916624000,7472000,837214000,-997370000,16.8365,0.14194,77.76,14255118720,1177778.02381,-562159000,181805750,1354465000,-1346993000,-733441000,-613552000,116678000,,2357837000,1077110000,4241571000,-98294000,269118000,-73319000,0,-376312000,0.70669,0.0039,0.43682,0.19738,-1.1913
1212484,BioNTech SE,BNTX,US09075V1026,549986462,-93978612,17330004,-435559174,19.24494,0.00627,359.18,85726470084,4994683.69048,-67656345,211499000,482330117,-576308729,-123790142,-735514887,-49799531,10902105,1987822887,286432500,1635967017,-106156823,-15364158,-165167551,858640245,1020238714,0.87699,-0.17087,0.03151,0.01059,-25.13324
1234040,"BJ's Wholesale Club Holdings, Inc.",BJ,US05550J1016,15723659000,625085000,411245000,709159000,19.38801,0.0769,58.74,8020590742,1148388.90476,-12747538000,135737500,2976121000,-2351036000,-2343603000,,800202000,,1291550000,747730000,488352000,55919000,694167000,-242267000,-127046000,-578297000,0.18928,0.03975,0.02615,0.84211,1.72442
1108872,BLACKBERRY Ltd,BB,CA09228F1036,861000000,-110000000,-530000000,56000000,-10.62243,-0.19478,10.03,5686959629,8472323.69048,-247000000,563686750,614000000,-724000000,-327000000,-215000000,87000000,,953000000,715000000,1456000000,-26000000,80000000,150000000,19000000,-227000000,0.71312,-0.12776,-0.61556,-0.36401,-0.10566
498254,Blackstone Group L.P.,BX,US09260D1072,17252048000,10157858000,4600613000,9215865000,20.55712,0.13817,133.63,91433778107,3343112.04762,-6308513000,707740272,10943535000,-785677000,-775344000,,10230887000,,6319491000,0,18547014000,-1549119000,3641431000,-176178000,,-3220897000,0.63433,0.58879,0.26667,0.24805,2.00318
83293,"Block, Inc.",SQ,US8522341036,15930786000,452133000,573503000,-2297381000,199.87386,0.04151,255.79,117106651834,7685741.14286,-12228076000,451977500,3702710000,-3250577000,-2131851000,-1115203000,552823000,,11000235000,4841277000,2736701000,-2696401000,831248000,-1237380000,156055000,3059730000,0.23242,0.02838,0.036,0.20956,-4.00587
11794914,Blue Owl Capital Inc.,OWL,US09581B1035,,-1121267659,-329446844,-1192014939,-16.57969,-0.04794,15.99,5116884075,2471430.69048,,341596315,,,,,-1100125659,,583560000,683338000,4383747000,-62292280,41632089,-132060000,269500000,516564677,,,,-0.07515,3.61823
825112,BMW Group,BMW.DE,DE0005190003,99919319644,10828339105,9767415784,9738367728,6.35796,0.03641,94.22,62094804390,1205639.85714,-82370769086,659061934,17548550555,-8562382482,-7918007932,,18199520028,50703724026,100294879993,125645537928,83727970972,-4651501300,17523611076,-6344201375,,-14904373840,0.17563,0.10837,0.09775,0.11666,0.99703
70844,BOEING CO,BA,US0970231058,61658000000,-7865000000,-8819000000,-21664000000,-13.88388,-0.05921,213.36,124775076108,8858882.7619,-62493000000,579150000,-835000000,-7030000000,-4855000000,-2175000000,-5635000000,6534000000,119095000000,63559000000,-16485000000,-14566000000,-12698000000,-1257000000,38000000,2146000000,-0.01354,-0.12756,-0.14303,0.53497,2.45651
70746,BORGWARNER INC,BWA,US0997241064,14227000000,1227000000,781000000,,12.58005,0.04631,37.78,10293805266,1862888.80952,-11358000000,260058800,2869000000,-1642000000,-1295000000,,,13000000,6537000000,4361000000,7022000000,,1479000000,-1818000000,-216000000,-153000000,0.20166,0.08624,0.0549,0.11122,
239516,BOSTON SCIENTIFIC CORP,BSX,US1011371077,11197000000,1405000000,528000000,,119.49858,0.01694,44.37,63045814636,6657982.21429,-3708000000,1424650000,7489000000,-6084000000,-4151000000,-1175000000,,262000000,6759000000,9109000000,15942000000,,2243000000,-204000000,-434000000,-1161000000,0.66884,0.12548,0.04716,0.03312,
899361,BOYD GAMING CORP,BYD,US1033041013,2935015000,702049000,337293000,864161000,20.69055,0.05361,61.49,6900653207,1198506.21429,-1372986000,113626250,1562029000,-859980000,-357140000,,978648000,39324000,472824000,3339550000,1358267000,-25615000,841179000,-144692000,,-1666071000,0.5322,0.2392,0.11492,0.24833,2.56205
255210,BRISTOL MYERS SQUIBB CO,BMY,US1101221083,44384000000,3882000000,-5079000000,11058000000,-27.10906,-0.04584,61.31,136895650619,8439938.7381,-10705000000,2245750000,33679000000,-29797000000,-7975000000,-11745000000,14607000000,2655000000,29161000000,45158000000,36874000000,-3678000000,12773000000,-12255000000,-4476000000,-9581000000,0.75881,0.08746,-0.11443,-0.13774,-2.1772
108186,Brixmor Property Group Inc.,BRX,US11120U1051,1090115000,365651000,195147000,,35.14832,0.02336,23.1,6859692701,1894367.47619,,296930250,,-695709000,-102353000,,702020000,,633969000,5167038000,2704344000,32519000,538399000,-152264000,-5389000,-300740000,,0.33542,0.17902,0.07216,
686523,Broadcom Inc.,AVGO,US11135F1012,26510000000,7621000000,5773000000,14179000000,35.23506,0.07608,50.6,208277841728,13942005.2381,-10557000000,4030000000,15953000000,-8332000000,-1415000000,-4836000000,14500000000,279000000,15636000000,40457000000,24367000000,468000000,13571000000,-395000000,389000000,-10928000000,0.60177,0.28748,0.21777,0.23692,2.45609
245531,BROWN & BROWN INC,BRO,US1152361010,2858701000,774689000,570333000,979672000,27.55494,0.06095,57.01,16068167079,2237793.33333,-1565346000,275662000,1293355000,-518666000,,,919463000,300000000,3191842000,2062294000,3946002000,-42132000,771215000,-568947000,-104671000,87269000,0.45243,0.27099,0.19951,0.14453,1.71772
826504,"Builders FirstSource, Inc.",BLDR,US12008R1077,14576667000,1281846000,895661000,386286000,8.20844,0.08429,52.82,10944092720,2135626.80952,-10684123000,161803000,3892544000,-2610698000,-2610698000,,1602090000,11316000,4915075000,2055133000,5482455000,-1346209000,-113595000,-238289000,-16656000,56689000,0.26704,0.08794,0.06144,0.16337,0.43129
1242698,Bumble Inc.,BMBL,US12047B1052,684835000,-147759000,284923000,-545560000,132.78559,0.07589,53.97,6465553973,2209003.11905,-186679000,701012958,498156000,-645915000,-450728000,-89905000,-42477000,2588000,404048000,624233000,2487508000,-59934000,60621000,-51375000,366717000,93381000,0.72741,-0.21576,0.41605,0.11454,-1.91476
445920,Bunge LTD,BG,BMG169621056,51121000000,2033000000,1992000000,-2548000000,5.6632,0.07941,80.58,11396781857,1007243.7381,-47803000000,139998756,3318000000,-1285000000,-1285000000,,2463000000,2124000000,17555000000,7997000000,7814000000,-5362000000,-3470000000,2974000000,79000000,807000000,0.0649,0.03977,0.03897,0.25493,-1.27912
378101,C. H. Robinson Worldwide,CHRW,US12541W2098,19110847000,858974000,651430000,399699000,18.15974,0.11029,87.44,11553884400,1106248.33333,-16429440000,134850500,2681407000,-1822433000,-1822433000,,956765000,271215000,3722562000,1367013000,1906170000,-695987000,86146000,-73556000,-247819000,-215436000,0.14031,0.04495,0.03409,0.34175,0.61357
1326825,"C3.ai, Inc.",AI,US12468P1049,195140000,-93448000,-93305000,-89799000,-45.26794,-0.07831,50.12,5217918371,2942781.30952,-47044000,48506750,148096000,-241544000,-159239000,-82305000,-89038000,,1167385000,0,1043795000,-245000,-53593000,-687260000,873243000,885653000,0.75892,-0.47888,-0.47814,-0.08939,0.96242
107614,CADENCE DESIGN SYSTEMS INC,CDNS,US1273871087,2890829000,753437000,678437000,792496000,66.01956,0.16457,163.63,45532501950,1077478.21429,-316546000,274011500,2574283000,-1820846000,-704510000,-1097462000,900987000,,1457067000,347186000,2516743000,-85225000,930897000,-305304000,-513930000,-999639000,0.8905,0.26063,0.23469,0.26957,1.16812
821879,CAESARS ENTERTAINMENT Corp,CZR,US12769G1004,7075000000,932000000,-1833000000,,-11.22618,-0.04722,106.07,22136662942,2510655.42857,-3008000000,194000000,4067000000,-3135000000,-1501000000,,,67000000,6316000000,26279000000,5162000000,,170463000,-8117601000,1945546000,9349289000,0.57484,0.13173,-0.25908,-0.35509,
3240087,CAMECO CORP,CCJ,CA13321L1085,3315972920,720665232,626373495,239934823,14.15147,0.08029,22.46,8876192000,6479430.69048,-2236628604,394662000,1079344315,-358679082,,-139678380,995500232,106555000,2585334000,1038808000,5105505000,-124765000,731677000,-528030000,7339000,-188607000,0.3255,0.21733,0.1889,0.12269,0.38305
249099,CAMPBELL SOUP CO,CPB,US1344291091,8711000000,1321000000,800000000,1424000000,16.34472,0.0682,43.19,13086973827,3099210.33333,-5740000000,302500000,2971000000,-1650000000,-1545000000,-85000000,1641000000,204000000,1863000000,5201000000,2995000000,-221000000,1152000000,-223000000,2000000,-1965000000,0.34106,0.15165,0.09184,0.26711,1.78
18752871,Canaan Inc.,CAN,US1347481020,,430317,31164564,,602.89909,,8.01,19001499998,7342826.95238,,2345703779,,430317,335850,94467,,1049011000,1368428000,0,240978000,-386569000,91199000,-86775000,,150000000,,,,,
102322,CANADIAN PACIFIC RAILWAY LTD/CN,CP,CA13645T1003,7888000000,3449000000,3248000000,,13.93553,0.13148,67.23,44828964000,5181524.11905,-2552000000,670425000,5336000000,-1887000000,,,4243000000,872000000,1987000000,8722000000,8965000000,,4014000000,-1891000000,-925000000,-1494000000,0.67647,0.43725,0.41176,0.3623,
378103,Capital One Financial,COF,US14040H1059,29205000000,15330000000,11467000000,10934000000,6.37403,0.02708,159.57,72044154463,2911242.5,,456425000,,,,,18741000000,25723000000,,25782000000,64624000000,-10590000000,13178000000,-27591000000,-746000000,-7057000000,,0.52491,0.39264,0.17744,0.95352
38287,Capri Holdings Ltd,CPRI,VGG1890L1076,4862000000,782000000,337000000,996000000,23.46723,0.0442,52.64,7963379779,1778744.28571,-1711000000,150685053,3151000000,-2369000000,-2161000000,,990000000,127000000,1707000000,1333000000,2450000000,10000000,761000000,-115000000,-49000000,-505000000,0.64809,0.16084,0.06931,0.13755,2.95549
159950,CARDINAL HEALTH INC,CAH,US14149Y1082,162467000000,1794000000,611000000,2177000000,25.10196,0.01374,52.57,15268504819,2632313.83333,-155689000000,292000000,6778000000,-4984000000,-4533000000,,2577000000,871000000,31048000000,6236000000,1794000000,289000000,2429000000,-378000000,-200000000,-1317000000,0.04172,0.01104,0.00376,0.34058,3.56301
288836,CARNIVAL CORP,CCL,PA1436583006,139000000,-6020000000,-9130000000,-10089000000,-2.05772,-0.16581,23.55,21960033761,30515008.90476,-436000000,895875000,-297000000,-5723000000,-1587000000,,-3807000000,4807000000,10197000000,30775000000,17877000000,-2584000000,-7358000000,-6138000000,3687000000,13748000000,-2.13669,-43.30935,-65.68345,-0.51071,1.10504
10383308,Carnival Corporation & plc,CUK,US14365C1036,,,,,,,21.43,12872216705,1499684.90476,,,,,,,,5935000000,8221000000,,20839000000,,,,,,,,,,
1169063,Carrier Global Corp,CARR,US14448C1045,19735000000,2339000000,2496000000,3364000000,19.13817,0.09698,55,47794917500,4162639.42857,-13876000000,868525000,5859000000,-3520000000,-3047000000,-473000000,2684000000,125000000,8754000000,9725000000,7120000000,142000000,1881000000,908000000,-130000000,-2894000000,0.29688,0.11852,0.12648,0.35056,1.34776
253953,CATERPILLAR INC,CAT,US1491231015,45892000000,6474000000,4391000000,9191000000,24.80271,0.05375,199.75,109415765118,3231636.28571,-31596000000,545225000,14296000000,-7822000000,-4945000000,-1538000000,8857000000,11327000000,42946000000,27779000000,16880000000,226000000,7852000000,-2459000000,111000000,-3398000000,0.31151,0.14107,0.09568,0.26013,2.09315
378105,CBRE Group,CBRE,US12504L1098,24953135000,1237832000,1206736000,2247008000,26.62258,0.06538,95.78,32149264814,1312785.40476,-19671714000,335547075,5281421000,-4043589000,-3530876000,,1750545000,1108898000,8886889000,2963225000,8123187000,350945000,2051834000,-550134000,-50917000,-623195000,0.21165,0.04961,0.04836,0.14855,1.86205
986557,"Celsius Holdings, Inc.",CELH,US15118V2079,187611863,9583716,10965232,-38219368,610.58543,0.0454,31.09,6730661477,2954987.57143,-103824652,215349336,83787211,-74203495,-74203495,,10847452,,205305787,0,186839360,-47708973,-22688302,402249,27829460,85323687,0.4466,0.05108,0.05845,0.05869,-3.4855
378107,Centene Corporation,CNC,US15135B1017,118386000000,2762000000,720000000,5127000000,52.07832,0.01006,64.64,38783224320,3468711.69048,-97117000000,580981750,21269000000,-18507000000,-9868000000,,4120000000,253000000,25464000000,16789000000,26128000000,1512000000,3757000000,-5343000000,-98000000,-165000000,0.17966,0.02333,0.00608,0.02756,7.12083
378108,CenterPoint Energy,CNP,US15189T1079,7965000000,1336000000,775000000,-2393000000,17.32166,0.02125,24.43,14181513689,5095397.57143,-2092000000,549500000,5873000000,-4537000000,-2773000000,,2580000000,293000000,5179000000,15722000000,8870000000,-2387000000,-258000000,-2499000000,-2000000,2720000000,0.73735,0.16773,0.0973,0.08737,-3.08774
1050283,Ceridian HCM Holding Inc.,CDAY,US15677J1088,912100000,-44600000,-63099999,-183000000,-255.6734,-0.00927,109.16,16346955501,1468208.61905,-564600000,148414986,347500000,-392100000,-392100000,,21600000,18300000,3755700000,1136800000,2199800000,-122000000,-31000000,-471900000,74600000,778000000,0.38099,-0.0489,-0.06918,-0.02868,2.90016
259186,CERNER CORP /MO/,CERN,US1567821046,5608231000,636388000,703140000,1427919000,32.59668,0.09107,75.04,22610832783,1979703.21429,-4431334000,304404750,1176897000,-540509000,-486074000,,1344437000,225000000,2540800000,1836154000,4026484000,234088000,1714178000,-1327010000,-605353000,-414306000,0.20985,0.11347,0.12538,0.17463,2.03077
10383540,"Certara, Inc.",CERT,US15687V1098,261772000,-35127000,-55025000,-4761000,-88.51787,-0.04349,34.72,5120698852,1073277.85714,-111493000,140285019,150279000,-185406000,-122232000,-23132000,7937000,3304000,344808000,296100000,834510000,-8812000,47725000,-21370000,315277000,185863000,0.57408,-0.13419,-0.2102,-0.06594,0.08652
119051,"CF Industries Holdings, Inc.",CF,US1252691001,4585000000,866000000,456000000,1193000000,23.10984,0.03798,49.1,10532681786,2197937.59524,-3530000000,215025000,1055000000,-189000000,-216000000,,1755000000,,1569000000,3713000000,5958000000,-283000000,1219000000,-364000000,28000000,-652000000,0.2301,0.18888,0.09945,0.07654,2.61623
987613,Change Healthcare Inc.,CHNG,US15912K1007,3264093000,131143000,-57121000,354157000,-122.61767,-0.00569,21.84,6656217903,1980430.09524,-1368596000,320697974,1895497000,-1764354000,-699126000,-242541000,751861000,23099000,1135521000,4853168000,3263853000,-121911000,527203000,-199209000,20775000,-400075000,0.58071,0.04018,-0.0175,-0.0175,-6.20012
378109,Charles Schwab Corporation,SCHW,US8085131055,15866000000,6137000000,4170000000,,29.15582,0.00726,70.43,132855372304,4972427.80952,,1726250000,,,,,6918000000,3500000000,,22208000000,57450000000,-6081000000,7841000000,-79425000000,4870000000,80001000000,,0.3868,0.26283,0.07258,
987221,"CHEGG, INC",CHGG,US1630921096,756595000,82965000,-43512000,46653000,-235.54038,-0.01381,78.25,11106420401,1242439.2619,-251595000,130975500,505000000,-422035000,-243319000,-178716000,140336000,,2116267000,1675340000,1337882000,7438000,258738000,-1129088000,1104177000,1425036000,0.66746,0.10966,-0.05751,-0.03252,-1.07219
260533,CHENIERE ENERGY INC,LNG,US16411R2085,10354000000,1558000000,-593000000,921000000,-36.99656,-0.01614,86.93,22045448000,1184542.52381,-6174000000,252700000,4180000000,-2622000000,-302000000,-4000000,2518000000,949000000,3665000000,30276000000,2357000000,-214000000,1610000000,-1240000000,0,-684000000,0.40371,0.15047,-0.05727,-0.25159,-1.55312
248396,CHEVRON CORP,CVX,US1667641005,116071000000,4474000000,3587000000,11104000000,50.78519,0.01477,96.76,187125319701,10097827.64286,-54211000000,1898732500,61860000000,-57386000000,-4047000000,-1736000000,21785000000,3497000000,32973000000,43018000000,133911000000,-3560000000,16925000000,-5652000000,,-10379000000,0.53295,0.03855,0.0309,0.02679,3.09562
951287,"Chewy, Inc.",CHWY,US16679L1098,8115226000,12228000,10234000,,3057.40623,0.00507,75.62,31591260141,2899313.85714,-5923254000,413772750,2191972000,-2179744000,-2179744000,,56673000,,1392534000,0,75053000,147321000,324351000,-113768000,318388000,360572000,0.27011,0.00151,0.00126,0.13636,
80874,CHIPOTLE MEXICAN GRILL INC,CMG,US1696561059,6843237000,656738000,586278000,207266000,91.34678,0.09276,38.18,53739264411,11135328.57143,-4227323000,1402687500,2615914000,-1959176000,-558321000,,902078000,,1447810000,0,2174158000,-321282000,921772000,-595324000,-203151000,-264867000,0.38226,0.09597,0.08567,0.26966,0.35353
378112,Chubb Limited,CB,CH0044328745,38947000000,9808000000,8177000000,,9.96416,0.04147,180.55,81191633316,1833065.30952,,449651701,,,,,9953000000,,,14954000000,60370000000,-1888000000,11315000000,-6852000000,-2381000000,-4206000000,,0.25183,0.20995,0.13545,
378113,Church & Dwight,CHD,US1713401024,5046300000,1065700000,805400000,1182200000,25.57829,0.1093,83.59,20500104948,1129058.40476,-2820600000,246450000,2225700000,-1160000000,-1160000000,,1273300000,433100000,1128700000,1946900000,3377200000,-191100000,736000000,-629300000,-239400000,-415900000,0.44106,0.21118,0.1596,0.23848,1.46784
